36,30,1
6,17,1
11,40,1
25,1,1
34,22,1
47,17,1
50,40,1
3,35,1
14,17,1
7,32,1
12,35,1
35,40,1
28,32,1
42,5,1
46,18,1
29,20,1
45,40,1
35,17,1
30,35,1
9,1,1
15,45,1
17,1,1
41,32,1
35,32,1
27,45,1
49,11,1
4,40,1
8,39,1
13,40,1
22,40,1
39,37,1
44,41,1
32,17,1
32,1,1
16,35,1
5,40,1
26,32,1
23,35,1
31,45,1
38,35,1
48,35,1
43,35,1
21,32,1
40,17,1
32,40,1
40,1,1
18,1,1
10,40,1
35,1,1
19,10,1
33,17,1
24,1,1
37,1,1
2,34,1
20,26,1
21,44,2
31,36,2
3,11,2
28,30,2
24,7,2
6,31,2
22,7,2
14,30,2
46,30,2
35,41,2
34,13,2
43,13,2
36,7,2
18,7,2
4,36,2
2,43,2
42,13,2
29,43,2
9,13,2
12,13,2
1,18,2
10,11,2
5,13,2
20,11,2
44,11,2
44,7,2
38,7,2
37,43,2
50,7,2
39,7,2
30,11,2
41,28,2
49,13,2
33,7,2
40,30,2
44,13,2
27,11,2
47,7,2
26,44,2
8,13,2
15,13,2
23,13,2
25,13,2
13,11,2
11,7,2
13,7,2
17,8,2
19,10,2
32,4,2
16,13,2
48,10,2
45,37,2
